EAN/UPC-Code,Material,Article,Size,Colour,Effect,Foiling,Motiv ,Description,custom code,origin,packing unit size (pcs),Brutto weight,,Net weight,,price per packing unit,
9009650461484,5046148,8908,"MM 63,0X 51,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,30,"76,098",G,"76,098",G,165,EUR
9009650391958,5039195,8908,"MM 63,0X 51,0",SILK,,,,LE-LB PENDELOQUES,94059110,AT*,30,"64,045",G,"64,045",G,172,EUR
9009650390531,5039053,8908,"MM 76,0X 61,0",CRYSTAL,LILAC,,,LE-LB PENDELOQUES,94059110,AT*,21,"146,995",G,"130,9",G,195,EUR
9009650390463,5039046,8908,"MM 63,0X 51,0",CRYSTAL,LILAC,,,LE-LB PENDELOQUES,94059110,AT*,30,"76,098",G,"76,098",G,165,EUR
9009650368820,5036882,8908,"MM 89,0X 72,0",JET,,,,LE-LB PENDELOQUES,94059110,AT,8,"270,488",G,"217,738",G,131,EUR
9009650340239,5034023,8908,"MM 76,0X 61,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT*,21,"146,995",G,"130,9",G,169,EUR
9009650340246,5034024,8908,"MM 89,0X 72,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT*,8,"267,75",G,215,G,109,EUR
9009650340253,5034025,8908,"MM100,0X 81,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT*,6,"360,3",G,"297,3",G,121,EUR
9009650368806,5036880,8908,"MM 63,0X 51,0",JET,,,,LE-LB PENDELOQUES,94059110,AT*,30,"77,067",G,"77,067",G,172,EUR
9009650368813,5036881,8908,"MM 76,0X 61,0",JET,,,,LE-LB PENDELOQUES,94059110,AT,21,"148,662",G,"132,567",G,203,EUR
9003141592398,159239,8901,"MM100,0X 70,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,12,"158,333",G,"141,342",G,212,EUR
9003146087844,608784,8930,"MM150,0X 88,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,6,394,G,325,G,206,EUR
9003148265479,826547,8901,"MM 63,0X 43,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,50,"47,88",G,"39,037",G,241,EUR
9003146087837,608783,8930,"MM100,0X 59,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,18,"165,222",G,"143,889",G,321,EUR
9003146008603,600860,8901,"MM 76,0X 52,0",JET,,,,LE-LB PENDELOQUES,94059110,XS,40,"77,972",G,"77,291",G,340,EUR
9003148780958,878095,8901,"MM100,0X 70,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,12,"158,333",G,"141,342",G,244,EUR
9003142946336,294633,8901,"MM 76,0X 52,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,40,77,G,"76,319",G,325,EUR
9003142946329,294632,8901,"MM 50,0X 35,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,120,"24,341",G,"20,224",G,390,EUR
9003142874134,287413,8901,"MM140,0X 97,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,4,430,G,370,G,105,EUR
9009650760198,5076019,,,,,,,LE-LB PENDELOQUES,,,0,0,KG,0,KG,0,
9003142503454,250345,8901,"MM 63,0X 43,0",JET,,,,LE-LB PENDELOQUES,94059110,AT,50,"48,377",G,"39,534",G,252,EUR
9003148394544,839454,8901,"MM 89,0X 62,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,21,"128,095",G,112,G,288,EUR
9003149695411,969541,8930,"MM 89,0X 52,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,XS,21,"116,095",G,100,G,193,EUR
9003149695428,969542,8930,"MM 76,0X 44,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,XS,40,"71,75",G,62,G,218,EUR
9003149695565,969556,8930,"MM 76,0X 44,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,40,"71,75",G,62,G,250,EUR
9003149695596,969559,8930,"MM 89,0X 52,0",CRYSTAL,GOLD. TEAK,,,LE-LB PENDELOQUES,94059110,AT,21,"116,095",G,100,G,222,EUR
9003149821643,982164,8901,"MM 50,0X 35,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,120,"24,341",G,"20,224",G,390,EUR
9003149821650,982165,8901,"MM 63,0X 43,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,50,"47,88",G,"39,037",G,241,EUR
9003149821667,982166,8901,"MM 76,0X 52,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,40,77,G,"76,319",G,325,EUR
9003149821674,982167,8901,"MM 89,0X 62,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,21,"128,095",G,112,G,288,EUR
9003149821704,982170,8930,"MM100,0X 59,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,18,"165,222",G,"143,889",G,321,EUR
9003149821735,982173,8930,"MM 76,0X 44,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,40,"71,75",G,62,G,250,EUR
9003149821742,982174,8930,"MM 89,0X 52,0",CRYSTAL,GOL.SHADOW,,,LE-LB PENDELOQUES,94059110,AT,21,"116,095",G,100,G,222,EUR
9003141931258,193125,8930,"MM100,0X 59,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,18,"165,222",G,"143,889",G,279,EUR
9009652909823,5290982,8930,"MM175,0X102,0",CRYSTAL,,,,LE-LB PENDELOQUES,,,2,678,G,471,G,273,EUR
9003141599632,159963,8930,"MM150,0X 88,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,6,394,G,325,G,179,EUR
9003141592510,159251,8930,"MM 63,0X 37,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,60,"49,667",G,38,G,221,EUR
9003141592503,159250,8930,"MM 50,0X 30,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,90,"23,556",G,"18,645",G,223,EUR
9003141592473,159247,8904,"MM 89,0X 59,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,18,"100,046",G,"84,324",G,189,EUR
9003141592466,159246,8904,"MM 76,0X 50,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,XS,50,"63,178",G,"54,338",G,310,EUR
9003141592404,159240,8901,"MM114,0X 79,0",CRYSTAL,,,,LE-LB PENDELOQUES,94059110,AT,12,"233,371",G,"202,454",G,276,EUR
,3311795,,,,,,,LE-LB STRANDS STRASS,,,0,0,KG,0,KG,0,
9009650760259,5076025,,,,,,,LE-LB STRANDS STRASS,,,0,0,KG,0,KG,0,
9007810673241,1067324,7120,"MM 20,0",CRYSTAL,CAL'SI',,,LE-LB KNOBS&HANDLE,70139900,AT,300,"7,823",G,"6,35",G,1170,EUR
9007810673258,1067325,7120,"MM 20,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,300,"7,823",G,"6,35",G,1170,EUR
9007810684797,1068479,7160,"MM300,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,1,1050,G,950,G,214,EUR
9007810674668,1067466,7302,"MM 56,0",CRYSTAL,,,,LE-LB KNOBS&HANDLE,70139900,AT*,45,"69,427",G,"64,16",G,374,EUR
9007810684803,1068480,7160,"MM300,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,1,1050,G,950,G,247,EUR
9007810673227,1067322,7120,"MM 14,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,560,"2,913",G,"2,1",G,1300,EUR
9007810684810,1068481,7165,"MM 14,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,24,"4,722",G,4,G,64,EUR
9007810684711,1068471,7155,"MM 30,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,141,G,62,G,138,EUR
9007810728446,1072844,7151,"MM 62,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,475,G,396,G,176,EUR
9007810674569,1067456,7300,"MM 16,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,192,"11,948",G,10,G,715,EUR
9007810684704,1068470,7155,"MM 30,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,141,G,62,G,120,EUR
9007810684636,1068463,7150,"MM 34,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,77,G,"98,5",EUR
9007810674729,1067472,7307,"MM 61,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,5,337,G,"280,6",G,100,EUR
9007810674712,1067471,7306,"MM 60,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,10,"221,2",G,"190,4",G,191,EUR
9007810673579,1067357,7301,"MM 56,0",CRYSTAL,,,,LE-LB KNOBS&HANDLE,70139900,AT*,30,"67,267",G,58,G,250,EUR
9007810673562,1067356,7130,"MM 50,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,24,"96,017",G,"84,1",G,227,EUR
9007810667516,1066751,7312,"MM 50,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,12,"192,5",G,"162,3",G,114,EUR
9007810673548,1067354,7120,"MM 50,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,24,"108,167",G,"95,5",G,227,EUR
9007810673531,1067353,7110,"MM 50,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,12,"216,667",G,"189,14",G,196,EUR
9007810673524,1067352,7100,"MM 60,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,5,386,G,"302,062",G,139,EUR
9007810667547,1066754,7323,"MM 48,0",CRYSTAL,,M,,LE-LB KNOBS&HANDLE,70139900,AT*,36,"66,667",G,"56,9",G,328,EUR
9007810673265,1067326,7120,"MM 20,0",JET,,,,LE-LB KNOBS&HANDLE,70139900,AT*,300,"7,904",G,"6,431",G,1220,EUR
9007810673296,1067329,7110,"MM 30,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,48,"44,792",G,"37,396",G,226,EUR
9007810673302,1067330,7120,"MM 30,0",CRYSTAL,CAL'SI',,,LE-LB KNOBS&HANDLE,70139900,AT*,120,"25,083",G,"21,041",G,938,EUR
9007810673319,1067331,7120,"MM 30,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,120,"25,083",G,"21,041",G,938,EUR
9007810673371,1067337,7110,"MM 40,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,40,"101,6",G,"95,925",G,333,EUR
9007810673388,1067338,7120,"MM 40,0",CRYSTAL,CAL'V'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,60,"59,833",G,"52,467",G,506,EUR
9007810673494,1067349,7100,"MM 30,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,48,"54,167",G,"43,6",G,226,EUR
9007810673517,1067351,7100,"MM 50,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,12,"215,652",G,"192,152",G,196,EUR
9007810673500,1067350,7100,"MM 40,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,40,"117,25",G,109,G,333,EUR
9007810673210,1067321,7120,"MM 14,0",CRYSTAL,CAL'SI',,,LE-LB KNOBS&HANDLE,70139900,AT,560,"2,913",G,"2,1",G,1300,EUR
9007810673203,1067320,7100,"MM 20,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,144,"16,056",G,"13,182",G,384,EUR
9007810667554,1066755,7322,"MM 50,0",CRYSTAL,CAL'VZ'SI,,,LE-LB KNOBS&HANDLE,70139900,AT*,36,"102,222",G,"96,698",G,341,EUR
9009652931220,5293122,7313,"MM 64,0",CRYSTAL,SILVGLAZE,,,LE-LB KNOBS&HANDLE,,,40,"60,15",G,"50,4",G,844,EUR
9009652924482,5292448,7153,"MM 34,0",CRYSTAL,,,MD305,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,123,EUR
9009652924406,5292440,7153,"MM 34,0",CRYSTAL,,,MD304,LE-LB KNOBS&HANDLE,,,5,156,G,94,G,108,EUR
9009652924376,5292437,7153,"MM 34,0",CRYSTAL,,,MD303,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,108,EUR
9009652924369,5292436,7153,"MM 34,0",CRYSTAL,,,MD302,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,108,EUR
9009652410930,5241093,7313,"MM 64,0",CRYSTAL,,,,LE-LB KNOBS&HANDLE,,,40,"60,15",G,"50,4",G,734,EUR
9009652363441,5236344,7153,"MM 62,0",JET,HEMAT,,88,LE-LB KNOBS&HANDLE,70139900,AT*,5,"647,894",G,"627,894",G,229,EUR
9009652363434,5236343,7153,"MM 62,0",CRYSTAL,CHROM,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,640,G,620,G,203,EUR
9009652363427,5236342,7153,"MM 62,0",CRYSTAL,AB,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,640,G,620,G,203,EUR
9009652363410,5236341,7153,"MM 34,0",JET,HEMAT,,88,LE-LB KNOBS&HANDLE,70139900,AT*,5,"157,197",G,"95,197",G,128,EUR
9009652363403,5236340,7153,"MM 34,0",CRYSTAL,CHROM,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,113,EUR
9009652363397,5236339,7153,"MM 34,0",CRYSTAL,AB,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,113,EUR
9009652026001,5202600,7153,"MM 62,0",CRYSTAL,GOL.SHADOW,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,640,G,620,G,229,EUR
9009652025943,5202594,7153,"MM 34,0",CRYSTAL,GOL.SHADOW,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,156,G,94,G,128,EUR
9007810674682,1067468,7303,"MM 60,0",CRYSTAL,,,,LE-LB KNOBS&HANDLE,70139900,AT*,30,"64,233",G,"53,1",G,499,EUR
9009652007406,5200740,7152,"MM 50,0",CRYSTAL,,,88,LE-LB KNOBS&HANDLE,70139900,AT*,5,520,G,490,G,162,EUR
9009652007390,5200739,7152,"MM 50,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,520,G,490,G,162,EUR
9009652007383,5200738,7152,"MM 50,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,520,G,490,G,186,EUR
9009652007376,5200737,7152,"MM 25,0",CRYSTAL,,,88,LE-LB KNOBS&HANDLE,70139900,AT*,5,164,G,85,G,103,EUR
9009652007352,5200735,7152,"MM 25,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,164,G,85,G,103,EUR
9009652007338,5200733,7152,"MM 25,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,164,G,85,G,118,EUR
9007810728484,1072848,7156,"MM 40,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,232,G,153,G,153,EUR
9007810728477,1072847,7156,"MM 40,0",CRYSTAL,,,82,LE-LB KNOBS&HANDLE,70139900,AT*,5,232,G,153,G,133,EUR
9007810728453,1072845,7151,"MM 62,0",CRYSTAL,,,81,LE-LB KNOBS&HANDLE,70139900,AT*,5,475,G,396,G,203,EUR
9003142093153,209315,8290,NR 801 114,LEADFREE,,,,LE-LB SPECTRA OCTAGONS 14MM,94059110,AT,1800,"1,452",G,"1,231",G,"99,3",EUR
9009650760297,5076029,,,,,,,LE-LB SPECTRA OCTAGONS 14MM,,,0,0,KG,0,KG,0,
9003142091630,209163,8290,NR 801 214,LEADFREE,,,,LE-LB SPECTRA OCTAGONS 14MM,94059110,AT,1800,"1,541",G,"1,038",G,"99,3",EUR
9003142091739,209173,8290,NR 801 224,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,240,"8,697",G,"7,255",G,"60,8",EUR
9003142091678,209167,8290,NR 801 218,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,640,"3590,506",MG,"2412,485",MG,"79,1",EUR
9003142030332,203033,8290,NR 802 618,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,400,"4,185",G,"3,201",G,"49,5",EUR
9003142030349,203034,8290,NR 802 622,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,210,"7,552",G,"5,791",G,44,EUR
9003142030356,203035,8290,NR 802 722,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,210,"7,405",G,"5,638",G,44,EUR
9003142036273,203627,8290,NR 802 522,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,210,"7,551",G,"5,791",G,44,EUR
9003142091654,209165,8290,NR 801 216,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,900,"2,467",G,"2,035",G,"79,5",EUR
9003142091753,209175,8290,NR 801 226,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,200,"10,165",G,"8,566",G,"61,3",EUR
9003142091777,209177,8290,NR 801 230,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,XS,125,"16,359",G,"13,803",G,"56,1",EUR
9003142091791,209179,8290,NR 801 232,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,XS,125,"19,77",G,"17,213",G,"67,9",EUR
9003142091814,209181,8290,NR 801 212,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,2200,"1,024",G,"0,828",G,106,EUR
9003142092248,209224,8290,NR 801 228,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,150,"12,837",G,"10,706",G,"55,6",EUR
9003142093139,209313,8290,NR 801 112,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,2200,"1,06",G,"0,861",G,106,EUR
9003142093177,209317,8290,NR 801 116,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,900,"2,416",G,"1,979",G,"79,5",EUR
9003142093191,209319,8290,NR 801 118,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,640,"3,433",G,"2,855",G,"79,1",EUR
9003142093214,209321,8290,NR 801 120,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,420,"4,971",G,"4,086",G,"72,7",EUR
9003142093238,209323,8290,NR 801 122,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,350,"6,218",G,"5,156",G,"73,3",EUR
9003142091715,209171,8290,NR 801 222,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,350,"6,365",G,"5,268",G,"73,3",EUR
9003142091692,209169,8290,NR 801 220,LEADFREE,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,94059110,AT,420,"5,047",G,"4,167",G,"72,7",EUR
9003142932315,293231,8290,NR 855 150,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT*,12,"185,604",G,"162,1",G,"69,5",EUR
9003142494271,249427,8290,NR 855 140,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,XS,40,"91,135",G,"83,982",G,136,EUR
9003142494264,249426,8290,NR 855 130,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT,48,"40,289",G,"33,598",G,"84,1",EUR
9003142494257,249425,8290,NR 855 120,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT,144,"13,032",G,"10,206",G,130,EUR
9009650760310,5076031,,,,,,,LE-LB SPECTRA BALLS,,,0,0,KG,0,KG,0,
9003141959597,195959,8290,NR 855 040,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT*,40,"84,509",G,"77,362",G,136,EUR
9003141959580,195958,8290,NR 855 020,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT,144,"11,894",G,"9,218",G,130,EUR
9003141959573,195957,8290,NR 855 030,LEADFREE,,,,LE-LB SPECTRA BALLS,94059110,AT,48,"38,064",G,"31,378",G,"84,1",EUR
9009650760280,5076028,,,,,,,LE-LB SPECTRA OCTAGONS OTHER SIZES,,,0,0,KG,0,KG,0,
